the_geom,ID,CATEGORY,VENDORNAME,WEBSITE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,TELEPHONE,CONTACT,CONTACTEMA,TYPED,CAMERAICON,BOROUGH,BCODE,HOUSENUM,STREETNAME
POINT (-73.99343441156252 40.75563615745247),27,"Camera, Grip & Lighting",Liman Video Rental Company,http://www.lvrusa.com,341 West 38th Street,,New York,NY,10018,(212) 594-0786,Michael Liman,michael@lvrusa.com,,,Manhattan,1,341,WEST 38 STREET
POINT (-73.99189662588847 40.74101767131107),28,"Camera, Grip & Lighting",QTV Prompting Services,http://www.qtv.com,19 West 21st Street,Suite 606,New York,NY,10010,(212) 929-7755,Stephen Carofalo,events@qtv.com,,,Manhattan,1,19,WEST 21 STREET
POINT (-73.98840453643258 40.76634742559192),29,"Camera, Grip & Lighting",RGH Lighting,http://www.rghlighting.com,424 West 54th Street,,New York,NY,10019,(212) 647-1114,Rob Halle/Angela Schmitz,rghlighting@aol.com,,,Manhattan,1,424,WEST 54 STREET
POINT (-73.99016617326139 40.74524845053712),30,"Camera, Grip & Lighting",The Lighting Design Group,http://www.ldg.com,49 West 27th Street,,New York,NY,10001,(212) 685-4940,Alison Hawley,hawley@ldg.com,,,Manhattan,1,49,WEST 27 STREET
POINT (-73.99427818081175 40.76515939332144),31,"Camera, Grip & Lighting","Wits End Group, Inc.",http://www.witsendnyc.com,547 West 49th Street,,New York,NY,10019,(212) 242-9400,Keith Guliner,TVGully@aol.com; witsendnyc@aol.com,,yes,Manhattan,1,547,WEST 49 STREET
POINT (-74.00844862632495 40.7182788817255),32,"Camera, Grip & Lighting","Xeno Lights, Inc.",http://www.xenolights.com,1 Worth Street,,New York,NY,10013,(212) 941-9494,"Chris, Justin, or Steve",xeno@xenolights.com,,yes,Manhattan,1,1,WORTH STREET
POINT (-73.99328992276155 40.75646673812589),33,"Camera, Grip & Lighting",East Coast Lighting,http://www.eclny.net,353 West 39th Street,Room 202,New York,NY,10018,(212) 643-9727,Bob Weirzbicki,eastcoastlighting@eclny.net,,,Manhattan,1,353,WEST 39 STREET
POINT (-73.98990961786278 40.75836885981807),34,"Camera, Grip & Lighting",Elefant Films,http://www.elefantfilms.com,311 West 43rd Street,Suite #602,New York,NY,10036,(888) 435-3326,Rachel Kolbert,info@elefantfilms.com,,,Manhattan,1,311,WEST 43 STREET
POINT (-73.99012277826594 40.75844342867237),35,"Camera, Grip & Lighting","Professional Sound Services, Inc.",http://www.pro-sound.com,311 West 43rd Street,Suite 1100,New York,NY,10036,(212) 586-1033,Richard Topham,rich@pro-sound.com; marketing@pro-sound.com,,,Manhattan,1,311,WEST 43 STREET
POINT (-73.99103895276194 40.760082109764596),36,"Camera, Grip & Lighting","Prop Transport, Inc.",http://www.proptransport.com,630 Ninth Avenue,Room 309,New York,NY,10036,(212) 957-4004,Richard Apuzzo,proptransport@aol.com,,,Manhattan,1,630,NINTH AVENUE
POINT (-73.40601695315436 40.68496178055544),37,"Camera, Grip & Lighting",Able Equipment Rental,http://www.ableequipment.com,21 Dixon Avenue,,Copiague,NY,11726,(631) 841-3333,Bill Smyth,bill@ableequipment.com,,,New York State,6,21,DIXON AVENUE
POINT (-73.81827776877077 40.90911652441563),38,"Camera, Grip & Lighting",Blakley Equipment Rental,http://www.blakleytree.com,491 East Third Street,,Mount Vernon,NY,10553,(914) 664-5500,Jennifer Vodrazka,jennifer@blakleytree.com,,,New York State,6,491,EAST 3 STREET
POINT (-73.96442476763801 41.09420582910317),39,"Camera, Grip & Lighting",G.D.R. Equipment Co. Inc.,http://www.gdrequipment.com,755 West Nyack Road,,West Nyack,NY,10994,(845) 348-3972,Gabriel DiRienzo,gabrielPD@aol.com,,,New York State,6,755,W NYACK ROAD
POINT (-73.90111899277713 40.77666347907386),40,"Camera, Grip & Lighting",Air Sea Land Productions Inc.,http://www.airsealand.com,19-69 Steinway Street,,Astoria,NY,11105,(718) 626-2646,Claudia Marticorena,asl@airsealand.com,,,Queens,4,19-69,STEINWAY STREET
POINT (-73.05852734061948 40.81474191398862),41,"Camera, Grip & Lighting","The Case Makers, Inc.",,194-36 Morris Ave.,,Holtsville,NY,11742,(631) 289-5300,Gene Falzone,crazycase1@hotmail.com,,yes,Long Island,4,194-36,MORRIS AVE.
POINT (-73.93217850279432 40.75529966446159),42,"Camera, Grip & Lighting",Available Light,http://www.alny.net,29-20 37th Avenue,,Long Island City,NY,11101,(718) 707-9670,Peter Prostowich,peter@alny.net,,,Queens,4,29-20,37 AVENUE
POINT (-73.93188315662056 40.75468466701897),43,"Camera, Grip & Lighting","See Factor Industry, Inc",http://www.seefactor.com,37-11 30th Street,,Long Island City,NY,11101,(718) 784-4200,Bobby Flecker / Tom See,rflecker@seefactor.com,,,Queens,4,Nov-37,30 STREET
POINT (-73.9480424444223 40.750791425865515),44,"Camera, Grip & Lighting","Wits End Group, Inc.",http://www.witsendnyc.com,43-26 12th Street,,Long Island City,NY,11101,(718) 361-8400,Keith Guliner,TVGully@aol.com; witsendnyc@aol.com,,,Queens,4,43-26,12 STREET
POINT (-73.9197004777369 40.73148366839053),45,"Camera, Grip & Lighting",North Shore Crane LLC,http://www.northshorecraneny.com,46-49 54th Avenue,,Maspeth,NY,11378,(718) 389-0300,Tom Brown,info@northshorecraneny.com,,,Queens,4,46-49,54 AVENUE
POINT (-73.91337355709618 40.707904335025475),47,"Camera, Grip & Lighting","RP Rentals, Inc.",,1855 Stanhope Street,,Ridgewood,NY,11385,(718) 456-7397,Rob,no email,,,Queens,4,18-55,STANHOPE STREET
POINT (-74.0964428706506 40.64453886449165),48,"Camera, Grip & Lighting","Goblin Lighting Services, Inc.",http://www.goblininc.com,730 Richmond Terrace,,Staten Island,NY,10301,(718) 447-7157,Linda Bolesta,"TheGoblins@aol.com, Medusa2tsm@aol.com",,,Staten Island,5,730,RICHMOND TERRACE
POINT (-73.99196419159175 40.730642670999636),49,Casting & Talent,Back Stage Magazine,http://www.backstage.com,770 Broadway,,New York,NY,10003,(646) 654-5715,Luke Crowe,lcrowe@backstage.com,,,Manhattan,1,770,BROADWAY
POINT (-73.9945249800282 40.749102648272114),51,Casting & Talent,ReelACT,http://www.reelact.com,242 West 30th Street,Suite 504,New York,NY,10001,(212) 290-0700,Rada Lapsker,rada@reelact.com,,,Manhattan,1,242,WEST 30 STREET
POINT (-73.99142496401537 40.74747756864213),52,Casting & Talent,"Scott Powers Studios, Inc.",http://www.scottpowers.com/,135 West 29th Street,,New York,NY,10001,(212) 242-4700,Scott Powers,casting@scottpowers.com,,,Manhattan,1,135,WEST 29 STREET
POINT (-73.9940615201559 40.75198194427197),989,Security,Management Resources Ltd of New York,http://www.managmentresourcesny.com,5 Penn Plaza,23rd Floor,New York,NY,10001,(800) 490-2267,Robert Rahn,brahn@managementresourcesny.com,,,Manhattan,1,5,PENN PLAZA
POINT (-73.96381945839894 40.67686391897395),990,Wardrobe,"Woman Up / Delo Enterprises, Corp",http://www.womanuponline.com,708 Washington Avenue,,Brooklyn,NY,11238,(917) 681-0540,Deidre Olivera,infowomanup@optonline.net,,yes,Brooklyn,3,708,WASHINGTON AVENUE
POINT (-73.95353169622713 40.80740673791583),991,Food & Restaurants,Harlem Vintage and Nectar Wine Bar,http://www.harlemvintage.com,2235 Frederick Douglass Boulevard,,New York,NY,10027,(212) 866-9463,Jai Jai R. Greenfield,jaijai@harlemvintage.com,,yes,Manhattan,1,2235,FREDERICK DOUGLASS BOULEVARD
POINT (-73.97495070436379 40.75389100521424),992,Catering,Bistro Caterers,http://www.bistrocaterers466.com,466 Lexington Avenue,,New York,NY,10017,(212) 808-4200,Jordana Meitzer,bistro466@verizon.net,,yes,Manhattan,1,466,LEXINGTON AVENUE
POINT (-73.99705272479333 40.724167591400146),996,Computers & Electronics,"Bway.net, Inc.",http://www.bwaynet.inc,568 Broadway,Suite 404,New York,NY,10012,(212) 982-9800,Kate Lynch,info@bway.net,,,Manhattan,1,568,BROADWAY
POINT (-73.99165697318166 40.75260486539794),997,DVD Authoring & Production,ScreamerVision,http://www.screamervision.com,247 West 35th Street,7th Floor,New York,NY,10001,(212) 951-7171,Mark Ashkinos,mark@screamdvd.com,,,Manhattan,1,568,7 AVENUE
POINT (-73.9944590725432 40.760449424662056),54,Casting & Talent,Toni Cusumano Casting,http://www.tonicusumano.com,602 10th Avenue,Apt #4RS,New York,NY,10036,(917) 482-2944,"Toni Cusumano, John Bulger",tonicusumanocasting@gmail.com,,,Manhattan,1,602,10 AVENUE
POINT (-74.00679157878632 40.70617733546474),56,Catering,Au Bon Pain,http://www.aubonpain.com,80 Pine Street,,New York,NY,10005,(646) 772-8513,Steven Gianci,steven_gianci@aubonpain.com,,,Manhattan,1,80,PINE STREET
POINT (-73.98207310391561 40.76417003394959),57,Catering,Bagel & Bean,http://www.bagelandbean.com,1710 Broadway,,New York,NY,10019,(212) 245-6360,Gautam Patel,ericgautam@yahoo.com,,,Manhattan,1,1710,BROADWAY
POINT (-74.00982898503563 40.709522983440785),59,Catering,Caf矇 Health Exchange,,2 Maiden Lane,,New York,NY,10038,(212) 227-4347,Alex Ferkoo,sanyibaci@yahoo.com,,,Manhattan,1,2,MAIDEN LANE
POINT (-73.93868199850299 40.79922185023098),60,Catering,Creole Restaurant,http://www.creolenyc.com,2167 Third Avenue,,New York,NY,10035,(212) 876-8838,Kevin Walters,creolerestaurant@aol.com,,,Manhattan,1,2167,THIRD AVENUE
POINT (-73.97471969524706 40.75462518017828),61,Catering,Events & Everyday,http://www.eventsandeveryday.com,245 Park Avenue,24th Floor,New York,NY,10167,(212) 693-8368,Evan OBrien/Fiona Carmichael,info@eventsandeveryday.com,,yes,Manhattan,1,245,PARK AVENUE
POINT (-73.97900502809546 40.75157113759374),62,Catering,Food Trends,http://www.foodtrendscatering.com,56 East 41st Street,,New York,NY,10017,(212) 972-2553,Alison Moss,Alison@food-trends.com,,yes,Manhattan,1,56,EAST 41 STREET
POINT (-74.01326508405153 40.70277875302378),63,Catering,Manhattan Water Company,http://www.manhattanwatercompany.com,1 State Street,21st Floor,New York,NY,10004,(646) 330-4730,Marc Dushay,manhattanwaterco@gmail.com,,,Manhattan,1,1,STATE STREET
POINT (-73.95209070759682 40.78193914097293),64,Catering,Michelles Kitchen,http://www.michelleskitchen.com,1614 Third Avenue,,New York,NY,10128,(212) 966-0012,Samir Billan,billan@michelleskitchen.com,,,Manhattan,1,1614,THIRD AVENUE
POINT (-73.98940796126368 40.76739601266866),65,Catering,Nova catering+events,http://www.novacateringco.com,820 10th Avenue,,New York,NY,10019,"(212) 977-8900, ext. 10",Chris Barbier,chrisbarbier@novacateringco.com,,,Manhattan,1,820,10 AVENUE
POINT (-73.99575380951606 40.72192689872796),66,Catering,Rice to Riches,http://www.ricetoriches.com,37 Spring Street,,New York,NY,10012,(212) 274-0008,Eddie Aronoff,wholesale@ricetoriches.com,,,Manhattan,1,37,SPRING STREET
POINT (-74.01298021834867 40.706866092123015),67,Catering,Sale and Pepe Fine Food and Catering,http://www.Salepepefinecatering.com,1 Exchange Plaza,,New York,NY,10006,(212) 968-7700,Peter M. Semetis,salepepefinefood@aol.com,,,Manhattan,1,1,EXCHANGE PLAZA
POINT (-74.00929840315892 40.73281230527093),68,Catering,"Somethings Cooking Catering, Inc.",http://www.somecook.com,175 Christopher Street,,New York,NY,10014,(212) 691-0002,Jon Peters,somecook@aol.com,,,Manhattan,1,175,CHRISTOPHER STREET
POINT (-73.98940156039738 40.73956703034958),69,Catering,Zaros Bakery,http://www.zaro.com,920 Broadway,,New York,NY,10001,(212) 292-0175,Barry Greenberg,catering@zaro.com,,yes,Manhattan,1,920,BROADWAY
POINT (-74.0127390954718 40.705795309600425),70,Catering,Stir Caf矇,http://www.stircafe.com,32 Broadway,,New York,NY,10004,212.425.5123,Telly,info@stircafe.com,,,Manhattan,1,32,BROADWAY
POINT (-73.59849873977713 40.690545615106),72,Catering,Brown Caterers,http://www.sarahbrowncaterers.com,833 Nassau Road,,Uniondale,NY,11553,(516) 505-2610,Kenneth Brown,kennyb@sarahbrowncaterers.com,,,New York State,6,833,NASSAU ROAD
POINT (-73.84527475067371 40.70982564449673),74,Catering,Dees,http://www.deesnyc.com,107-23 Metropolitan Avenue,,Forest Hills,NY,11375,(888) 488-DEES (3337),George Tsiatis,george@group113.com,,yes,Queens,4,107-23,METROPOLITAN AVENUE
POINT (-73.82263961401598 40.71301535305334),75,Catering,Mercella & Cecilys Inc.,http://www.mnccaterers.com,82-46 135th Street,,Kew Gardens,NY,11435,(718) 544-3233,Lorna M. Clarke,lorna@mnccaterers.com; info@mnccaterers.com,,,Queens,4,82-46,135 STREET
POINT (-74.07619847881558 40.64123012476412),76,Catering,Cornucopia Caterers and Event Planners,,36 Bay Street,# 103,Staten Island,NY,10301,(718) 448-3133,Frances Laviscount,cornucopiany@yahoo.com,,,Staten Island,5,36,BAY STREET
POINT (-74.10838637062304 40.57900171045763),77,Catering,Johns Catering,http://www.johnscateringny.com,126 Lincoln Ave,,Staten Island,NY,10306,(718) 667-8211,Dave,dave@johnscateringny.com,,,Staten Island,5,126,LINCOLN AVENUE
POINT (-73.94436615487646 40.74505786302821),993,Recycling & Waste Removal,Prestige Industry Corp.,,45-42 Pearson Street,,Long Island City,NY,11101,(718) 609-0111,Margie Amaya,prestigeindustry@aol.com,,,Queens,4,45-42,PEARSON STREET
POINT (-73.99535644066987 40.684000534291044),994,Spa & Massage,The HomeSpa,http://www.homespa.com,300 Court Street,,Brooklyn,NY,11231,(718) 596-8668,Debra Ann Townes,datownes@gmail.com,,yes,Brooklyn,3,300,COURT STREET
POINT (-73.95574507512514 40.61873134724869),78,Computers & Electronics,Computer Rent Inc.,,1915 Avenue M,,Brooklyn,NY,11230,(718) 252-4070,Esther Gottesman,rentapcnow@aol.com,,yes,Brooklyn,3,1915,AVENUE M
POINT (-73.98604356548805 40.761279436940875),79,Computers & Electronics,"Business Equipment Rentals, Inc.",http://www.bizrentalny.com,250 West 49th Street,,New York,NY,10019,(212) 582-2020,Barney Friedman,barney@bizrentalny.com,,,Manhattan,1,250,WEST 49 STREET
POINT (-74.0070380107181 40.71010956913298),80,Computers & Electronics,Cables and Chips Inc.,http://www.cablesandchipsinc.com,121 Fulton Street,,New York,NY,10038,(212) 619-3132,Howard Feinstein,koifish@cablesandchipsinc.com,,,Manhattan,1,121,FULTON STREET
POINT (-74.00688633080277 40.71562480298135),81,Computers & Electronics,Capital Audio Electronics,http://www.capitalaudio.com,120 Duane Street,,New York,NY,10007,(212) 608-3720,Arthur Schweky and Butch Vasco,sales@capitalaudio.com,,,Manhattan,1,120,DUANE STREET
POINT (-73.97300290623964 40.75144362935616),82,Computers & Electronics,Egads Computer & A/V Rental,http://www.egadscomputer.com,211 East 43rd Street,,New York,NY,10017,(212) 557-4656,"Ana Statler, Dave Schefano (owner)",dave@egadscomputer.com,,,Manhattan,1,211,EAST 43 STREET
POINT (-73.9962192746649 40.720529831739555),83,Computers & Electronics,Soho Audio,http://www.sohoaudio.com,376 Broome Street,,New York,NY,10013,(212) 226-2429,Larry Loewinger,sohoaudio@earthlink.net,,,Manhattan,1,376,BROOME STREET
POINT (-74.00934728871881 40.7211964911185),84,Computers & Electronics,TCC Teleplex Inc.,http://www.tccteleplex.com,11 Hubert Street,,New York,NY,10013,(212) 965-8800,Alan Rothenstreich,a.rothenstreich@tccteleplex.com,,,Manhattan,1,11,HUBERT STREET
POINT (-73.9933345251085 40.743591129641445),85,Computers & Electronics,Tekserve,http://www.tekserve.com,119 West 23rd Street,,New York,NY,10011,(212) 929-3645 Ext 350,Don Peterson,don@tekserve.com,,,Manhattan,1,119,WEST 23 STREET
POINT (-73.98666523691897 40.63642651731264),86,Computers & Electronics,WebCom247 LLC,http://www.webcom247.com,1403 44th Street,Suite 14,Brooklyn,NY,11219,(212) 696-7235,Chaim Lowenstein,chaim@webcom247.com,,yes,Brooklyn,3,1403,44 STREET
POINT (-73.84642541288927 40.72077056388524),88,Computers & Electronics,Event Radio Rentals Inc,http://www.eventradiorentals.com,7015 Austin Street,2nd Floor,Forest Hills,NY,11375,(800) 966-1810,Jason Sarnoff,jason@eventradiorentals.com,,yes,Queens,4,70-15,AUSTIN STREET
POINT (-73.99611431211407 40.664520076409474),89,Construction & Set Design,2 Hour Auto Glass,http://www.2hourautoglass.com,132 19th Street,,Brooklyn,NY,11232,(718) 965-5555,Barry Ross,twohourautoglass@aol.com,,yes,Brooklyn,3,132,19 STREET
POINT (-73.97772705577594 40.69849278204772),90,Construction & Set Design,"Ferra Designs, Inc.",http://www.ferradesigns.com,63 Flushing Avenue,"Brooklyn Navy Yard, BLD 275 Unit 135",Brooklyn,NY,11205,(718) 852-8629,Rob Ferra,rob@ferradesigns.com,,yes,Brooklyn,3,63,FLUSHING AVENUE
POINT (-73.93774627725332 40.72611786070034),91,Construction & Set Design,G.T. Rentals Corp.,http://www.gtrentals.com,310 Nassau Avenue,,Brooklyn,NY,11222,(718) 782-7887,Gus Eleftheriadis,info@gtrentals.com,,,Brooklyn,3,310,NASSAU AVENUE
POINT (-73.94278978042047 40.71805363090247),92,Construction & Set Design,J. Pinz Metals Company,,208 Frost Street,,Brooklyn,NY,11211,(718) 389-1470,Barry Pinz,mikep208@aol.com,,yes,Brooklyn,3,208,FROST STREET
POINT (-74.01717438991963 40.64580494104006),93,Construction & Set Design,Lapietra Machinery,http://www.a1tool.com,5320 Third Avenue,,Brooklyn,NY,11220,,Sal Messina Jr.,lapietr@attglobal.net,,,Brooklyn,3,5320,THIRD AVENUE
POINT (-73.93581596558323 40.714986800998616),94,Construction & Set Design,North Side Power Transmission Corp.,http://www.nsptcorp.com,309 Morgan Avenue,,Brooklyn,NY,11211,(718) 782-5800,Rich Haught/Tim Book,sales-drives@nsptcorp.com,,,Brooklyn,3,309,MORGAN AVENUE
POINT (-73.72608774236764 40.64776643854297),95,Construction & Set Design,Breeze Air Conditioning Inc,http://www.breeze-air.com,859 Kilmer Lane,,Valley Stream,NY,11581,(718) 380-8799,Ronnie Oberlender,breeze_ac@hotmail.com,,yes,Long Island (Nassau),6,859,KILMER LANE
POINT (-73.99356918276418 40.74271007741415),96,Construction & Set Design,AFR Event Furnishings,http://www.rentfurniture.com/specialevents/,116 West 23rd Street,5th Floor,New York,NY,10011,,,,,,Manhattan,1,116,WEST 23 STREET
POINT (-73.99687854145137 40.740108191437464),97,Construction & Set Design,Aronsons Floor Covering,http://www.aronsonsfloors.com,135 West 17th Street,,New York,NY,10011,(212) 243-4993,Paul Rondeau,ra@aronsonsfloors.com,,,Manhattan,1,135,WEST 17 STREET
POINT (-74.01036835312584 40.721929254314674),98,Construction & Set Design,"Capitol Glass & Sash Co., Inc.",http://www.capitolglassnyc.com,401 Washington Street,,New York,NY,10013,(212) 243-4528,Richard Blatt,capitolglass@aol.com,,,Manhattan,1,401,WASHINGTON STREET
POINT (-73.98715720558783 40.73857594622061),99,Construction & Set Design,Janson Design Group,http://www.jansondesign.com,257 Park Avenue South,,New York,NY,10010,(212) 228-5550,Dennis C. Janson,dennis@jansondesign.com,,yes,Manhattan,1,257,PARK AVENUE SOUTH
POINT (-73.99228889879865 40.7667457387208),100,Construction & Set Design,McKinney Welding Supply Inc.,http://www.mckinneynyc.com/,535 West 52nd Street,,New York,NY,10019,(212) 246-4390,Nick Mattiace,nmattiace@aol.com,,,Manhattan,1,535,WEST 52 STREET
POINT (-73.95303337807995 40.771377780019485),101,Construction & Set Design,"Northeast Floor Coverings, Inc.",,1492 First Avenue,,New York,NY,10021,(212) 988-5326,Vinny,carpetfactory@verizon.net,,,Manhattan,1,1492,FIRST AVENUE
POINT (-73.98379243762399 40.77486105052999),128,Dry Cleaners,Lincoln Terrace Cleaners,,149 Amsterdam Avenue,,New York,NY,10023,(212) 874-3066,Bernard Park,No email,,,Manhattan,1,149,AMSTERDAM AVENUE
POINT (-74.00561876311617 40.74173024479597),102,Construction & Set Design,The Prince Lumber Company Inc.,http://www.princelumber.com,404 West 15th Street,,New York,NY,10011,(212) 777-1150,Christine,princelumber1@aol.com,,,Manhattan,1,404,WEST 15 STREET
POINT (-73.66495874613754 40.64495037377395),103,Construction & Set Design,Long Island Staple,http://www.nsptcorp.com/lis,410 Atlantic Avenue,,East Rockaway,NY,11518,(516) 887-1010,Bill Haubenreisser,lis@nsptcorp.com,,,New York State,6,410,ATLANTIC AVENUE
POINT (-73.42246132839561 40.72133207419906),104,Construction & Set Design,Hertz Equipment Rental,http://www.hertzequip.com,206 Route 109,,Farmingdale,NY,11735,(212) 255-4208,Frank Calderaro,fcalderaro@hertz.com,,,New York State,6,206,ROUTE 109
POINT (-73.54733667052622 40.75858857618343),105,Construction & Set Design,On Site Energy Co. Inc.,http://www.onsite-energy.com,40 Charlotte Avenue,,Hicksville,NY,11802,(516) 937-1500,Randy Pippa,sales@onsite-energy.com,,,New York State,6,40,CHARLOTTE AVENUE
